Stream,Course,Job,Skills Required,Duration,Post Graduation
Arts,Fashion Design,Political Analyst,"Creativity, Design Skills",4 years,MSW (Master of Social Work)
Arts,Fine Arts,Fashion Designer,"Communication, Public Speaking",5 years,Journalism PG
Arts,BA in Psychology,Fashion Designer,"Critical Thinking, Understanding of History and Culture",2 years,MA in Sociology
Arts,BA in Political Science,Political Analyst,"Critical Thinking, Understanding of History and Culture",4 years,MFA
Arts,Fashion Design,Sociologist,"Communication, Public Speaking",3 years,MA in Political Science
Arts,BA in Sociology,Fashion Designer,"Creativity, Design Skills",3 years,MA in Sociology
Arts,Fashion Design,Historian,"Creativity, Design Skills",5 years,Journalism PG
Arts,Fine Arts,Sociologist,"Critical Thinking, Understanding of History and Culture",3 years,MA in History
Arts,BA in Political Science,Historian,"Critical Thinking, Understanding of History and Culture",5 years,MFA
Arts,BA in History,Fashion Designer,"Research, Knowledge of Political Theories",5 years,MA in Psychology
Arts,BA in Political Science,Fashion Designer,"Research, Knowledge of Political Theories",3 years,MSW (Master of Social Work)
Arts,BA in History,Political Analyst,"Artistic Talent, Fashion Design Techniques",2 years,Journalism PG
Arts,BA in English,Content Writer,"Critical Thinking, Understanding of History and Culture",3 years,MSW (Master of Social Work)
Arts,Fine Arts,Content Writer,"Communication, Public Speaking",3 years,Fashion Design PG
Arts,BA in Psychology,Historian,"Research, Knowledge of Political Theories",3 years,MA in Psychology
Arts,Fine Arts,Historian,"Writing Skills, Ability to Craft Arguments",2 years,MA in Psychology
Arts,Fine Arts,Historian,"Artistic Talent, Fashion Design Techniques",2 years,MA in Sociology
Arts,BA in Sociology,Historian,"Artistic Talent, Fashion Design Techniques",2 years,MSW (Master of Social Work)
Arts,Journalism,Content Writer,"Creativity, Design Skills",3 years,Fashion Design PG
Arts,BA in Sociology,Historian,"Writing Skills, Ability to Craft Arguments",4 years,MA in History
Arts,Journalism,Historian,"Writing Skills, Ability to Craft Arguments",2 years,MA in Sociology
Arts,BA in Sociology,Journalist,"Critical Thinking, Understanding of History and Culture",2 years,MSW (Master of Social Work)
Arts,BA in Psychology,Political Analyst,"Communication, Public Speaking",4 years,MA in History
Arts,BA in History,Content Writer,"Creativity, Design Skills",4 years,Fashion Design PG
Arts,Journalism,Political Analyst,"Research, Knowledge of Political Theories",3 years,MA in History
Arts,BA in English,Content Writer,"Research, Knowledge of Political Theories",3 years,Journalism PG
Arts,BA in History,Fashion Designer,"Critical Thinking, Understanding of History and Culture",2 years,Journalism PG
Arts,BA in Psychology,Journalist,"Writing Skills, Ability to Craft Arguments",2 years,MA in Political Science
Arts,Journalism,Fashion Designer,"Creativity, Design Skills",4 years,MA in Psychology
Arts,BA in Psychology,Fashion Designer,"Creativity, Design Skills",3 years,MFA
Arts,BA in English,Fashion Designer,"Creativity, Design Skills",3 years,MA in History
Arts,BA in Political Science,Sociologist,"Artistic Talent, Fashion Design Techniques",2 years,Fashion Design PG
Arts,BA in Political Science,Fashion Designer,"Creativity, Design Skills",5 years,MA in Political Science
Arts,BA in Sociology,Historian,"Writing Skills, Ability to Craft Arguments",4 years,Journalism PG
Arts,BA in English,Content Writer,"Research, Knowledge of Political Theories",4 years,MA in Psychology
Arts,BA in Political Science,Historian,"Writing Skills, Ability to Craft Arguments",3 years,MA in Psychology
Arts,Journalism,Political Analyst,"Creativity, Design Skills",3 years,MSW (Master of Social Work)
Arts,BA in History,Sociologist,"Creativity, Design Skills",3 years,MFA
Arts,BA in Psychology,Sociologist,"Research, Knowledge of Political Theories",3 years,MA in Psychology
Arts,BA in Political Science,Journalist,"Artistic Talent, Fashion Design Techniques",5 years,MA in History
Arts,Journalism,Psychologist,"Research, Knowledge of Political Theories",5 years,MA in History
Arts,BA in Sociology,Historian,"Writing Skills, Ability to Craft Arguments",4 years,Journalism PG
Arts,Journalism,Political Analyst,"Creativity, Design Skills",3 years,Journalism PG
Arts,Fine Arts,Content Writer,"Research, Knowledge of Political Theories",4 years,MA in Political Science
Arts,BA in Political Science,Political Analyst,"Creativity, Design Skills",2 years,Journalism PG
Arts,BA in History,Journalist,"Artistic Talent, Fashion Design Techniques",4 years,MA in History
Arts,BA in History,Content Writer,"Communication, Public Speaking",5 years,Fashion Design PG
Arts,BA in Political Science,Content Writer,"Creativity, Design Skills",5 years,MA in History
Arts,Fine Arts,Fashion Designer,"Communication, Public Speaking",5 years,MSW (Master of Social Work)
Arts,Fashion Design,Sociologist,"Artistic Talent, Fashion Design Techniques",3 years,MFA
Arts,BA in Psychology,Journalist,"Creativity, Design Skills",3 years,MA in Psychology
Arts,Fine Arts,Fashion Designer,"Creativity, Design Skills",3 years,Fashion Design PG
Arts,BA in English,Historian,"Writing Skills, Ability to Craft Arguments",4 years,Fashion Design PG
Arts,Journalism,Historian,"Artistic Talent, Fashion Design Techniques",3 years,MFA
Arts,BA in Sociology,Political Analyst,"Critical Thinking, Understanding of History and Culture",3 years,MA in Psychology
Arts,BA in History,Fashion Designer,"Critical Thinking, Understanding of History and Culture",2 years,MA in Psychology
Arts,BA in Political Science,Political Analyst,"Writing Skills, Ability to Craft Arguments",3 years,MA in Political Science
Arts,BA in Psychology,Content Writer,"Artistic Talent, Fashion Design Techniques",4 years,MA in History
Arts,BA in History,Content Writer,"Creativity, Design Skills",4 years,MA in Political Science
Arts,BA in English,Political Analyst,"Artistic Talent, Fashion Design Techniques",2 years,MA in Sociology
Arts,Fashion Design,Sociologist,"Creativity, Design Skills",2 years,MA in Psychology
Arts,Journalism,Sociologist,"Critical Thinking, Understanding of History and Culture",4 years,Journalism PG
Arts,BA in Sociology,Psychologist,"Critical Thinking, Understanding of History and Culture",3 years,Journalism PG
Arts,BA in Political Science,Political Analyst,"Critical Thinking, Understanding of History and Culture",5 years,MA in Sociology
Arts,Fine Arts,Journalist,"Artistic Talent, Fashion Design Techniques",3 years,MA in Psychology
Arts,BA in History,Sociologist,"Artistic Talent, Fashion Design Techniques",2 years,MA in Political Science
Arts,Fine Arts,Journalist,"Critical Thinking, Understanding of History and Culture",4 years,MA in Sociology
Arts,Journalism,Fashion Designer,"Artistic Talent, Fashion Design Techniques",4 years,Journalism PG
Arts,Fashion Design,Journalist,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in Sociology,Historian,"Creativity, Design Skills",5 years,Journalism PG
Arts,BA in History,Historian,"Artistic Talent, Fashion Design Techniques",3 years,MSW (Master of Social Work)
Arts,BA in Political Science,Fashion Designer,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in English,Psychologist,"Artistic Talent, Fashion Design Techniques",5 years,MA in Sociology
Arts,BA in English,Political Analyst,"Artistic Talent, Fashion Design Techniques",3 years,MFA
Arts,BA in Sociology,Content Writer,"Artistic Talent, Fashion Design Techniques",5 years,MA in Sociology
Arts,Journalism,Sociologist,"Writing Skills, Ability to Craft Arguments",3 years,MA in Psychology
Arts,BA in History,Journalist,"Creativity, Design Skills",5 years,MA in History
Arts,BA in Sociology,Journalist,"Research, Knowledge of Political Theories",4 years,Fashion Design PG
Arts,Fine Arts,Sociologist,"Artistic Talent, Fashion Design Techniques",3 years,MFA
Arts,Fine Arts,Psychologist,"Writing Skills, Ability to Craft Arguments",2 years,MSW (Master of Social Work)
Arts,Fashion Design,Content Writer,"Critical Thinking, Understanding of History and Culture",3 years,MA in Political Science
Arts,BA in History,Psychologist,"Research, Knowledge of Political Theories",2 years,Fashion Design PG
Arts,BA in Political Science,Sociologist,"Writing Skills, Ability to Craft Arguments",2 years,Fashion Design PG
Arts,BA in Sociology,Fashion Designer,"Creativity, Design Skills",2 years,MA in Political Science
Arts,Fashion Design,Sociologist,"Creativity, Design Skills",2 years,MA in History
Arts,BA in English,Psychologist,"Critical Thinking, Understanding of History and Culture",5 years,MFA
Arts,Fashion Design,Historian,"Artistic Talent, Fashion Design Techniques",2 years,MA in Political Science
Arts,Fine Arts,Psychologist,"Writing Skills, Ability to Craft Arguments",2 years,MA in Psychology
Arts,BA in Political Science,Journalist,"Artistic Talent, Fashion Design Techniques",4 years,MFA
Arts,BA in History,Psychologist,"Research, Knowledge of Political Theories",2 years,Fashion Design PG
Arts,Journalism,Fashion Designer,"Research, Knowledge of Political Theories",2 years,MSW (Master of Social Work)
Arts,BA in Sociology,Fashion Designer,"Creativity, Design Skills",5 years,MSW (Master of Social Work)
Arts,BA in History,Psychologist,"Research, Knowledge of Political Theories",2 years,MSW (Master of Social Work)
Arts,BA in Political Science,Sociologist,"Critical Thinking, Understanding of History and Culture",3 years,Fashion Design PG
Arts,Fine Arts,Content Writer,"Critical Thinking, Understanding of History and Culture",2 years,MA in Psychology
Arts,BA in Sociology,Fashion Designer,"Creativity, Design Skills",4 years,MA in Sociology
Arts,Fashion Design,Sociologist,"Communication, Public Speaking",2 years,MA in Sociology
Arts,Journalism,Psychologist,"Critical Thinking, Understanding of History and Culture",4 years,MFA
Arts,BA in Political Science,Historian,"Artistic Talent, Fashion Design Techniques",3 years,MA in History
Arts,Fine Arts,Historian,"Creativity, Design Skills",2 years,Journalism PG
Arts,Fashion Design,Political Analyst,"Critical Thinking, Understanding of History and Culture",5 years,MA in Sociology
Arts,BA in History,Sociologist,"Research, Knowledge of Political Theories",3 years,Journalism PG
Arts,Fashion Design,Fashion Designer,"Critical Thinking, Understanding of History and Culture",3 years,MSW (Master of Social Work)
Arts,Journalism,Psychologist,"Artistic Talent, Fashion Design Techniques",2 years,MA in Political Science
Arts,Fine Arts,Journalist,"Artistic Talent, Fashion Design Techniques",2 years,MA in Political Science
Arts,BA in Sociology,Fashion Designer,"Critical Thinking, Understanding of History and Culture",2 years,MFA
Arts,BA in Political Science,Political Analyst,"Communication, Public Speaking",4 years,MA in Political Science
Arts,BA in Political Science,Psychologist,"Research, Knowledge of Political Theories",5 years,MSW (Master of Social Work)
Arts,BA in History,Historian,"Creativity, Design Skills",4 years,MA in History
Arts,BA in History,Sociologist,"Research, Knowledge of Political Theories",5 years,MA in History
Arts,BA in Psychology,Fashion Designer,"Critical Thinking, Understanding of History and Culture",4 years,MFA
Arts,BA in Psychology,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,MFA
Arts,Fine Arts,Sociologist,"Research, Knowledge of Political Theories",3 years,MA in History
Arts,BA in Political Science,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,Journalism PG
Arts,BA in Sociology,Fashion Designer,"Research, Knowledge of Political Theories",3 years,MSW (Master of Social Work)
Arts,Fine Arts,Sociologist,"Artistic Talent, Fashion Design Techniques",4 years,Journalism PG
Arts,BA in English,Journalist,"Artistic Talent, Fashion Design Techniques",2 years,MA in History
Arts,BA in Sociology,Psychologist,"Artistic Talent, Fashion Design Techniques",3 years,MA in History
Arts,Fine Arts,Historian,"Critical Thinking, Understanding of History and Culture",5 years,Journalism PG
Arts,BA in Political Science,Psychologist,"Critical Thinking, Understanding of History and Culture",4 years,Fashion Design PG
Arts,Journalism,Historian,"Artistic Talent, Fashion Design Techniques",4 years,MA in Sociology
Arts,BA in History,Journalist,"Creativity, Design Skills",4 years,Fashion Design PG
Arts,BA in History,Psychologist,"Creativity, Design Skills",3 years,MFA
Arts,Journalism,Psychologist,"Communication, Public Speaking",4 years,Journalism PG
Arts,BA in Psychology,Sociologist,"Artistic Talent, Fashion Design Techniques",2 years,MSW (Master of Social Work)
Arts,Fine Arts,Historian,"Research, Knowledge of Political Theories",2 years,MA in Sociology
Arts,Fine Arts,Journalist,"Research, Knowledge of Political Theories",3 years,MFA
Arts,BA in Sociology,Content Writer,"Critical Thinking, Understanding of History and Culture",2 years,MA in Sociology
Arts,Fine Arts,Historian,"Creativity, Design Skills",2 years,MA in History
Arts,BA in Sociology,Psychologist,"Writing Skills, Ability to Craft Arguments",2 years,MA in Sociology
Arts,Fashion Design,Sociologist,"Research, Knowledge of Political Theories",2 years,Journalism PG
Arts,Journalism,Psychologist,"Creativity, Design Skills",5 years,MFA
Arts,Journalism,Sociologist,"Research, Knowledge of Political Theories",3 years,MA in Political Science
Arts,BA in History,Fashion Designer,"Writing Skills, Ability to Craft Arguments",5 years,MA in Sociology
Arts,Journalism,Historian,"Artistic Talent, Fashion Design Techniques",2 years,Journalism PG
Arts,BA in Sociology,Psychologist,"Critical Thinking, Understanding of History and Culture",4 years,MA in Political Science
Arts,BA in English,Content Writer,"Creativity, Design Skills",3 years,Fashion Design PG
Arts,Journalism,Political Analyst,"Artistic Talent, Fashion Design Techniques",2 years,MA in History
Arts,BA in History,Sociologist,"Artistic Talent, Fashion Design Techniques",3 years,MA in History
Arts,Journalism,Content Writer,"Creativity, Design Skills",4 years,MA in History
Arts,BA in Political Science,Journalist,"Research, Knowledge of Political Theories",3 years,MA in Psychology
Arts,BA in Political Science,Psychologist,"Writing Skills, Ability to Craft Arguments",5 years,MA in Political Science
Arts,BA in Sociology,Content Writer,"Research, Knowledge of Political Theories",2 years,Fashion Design PG
Arts,BA in Psychology,Historian,"Creativity, Design Skills",2 years,MA in Political Science
Arts,BA in Psychology,Fashion Designer,"Research, Knowledge of Political Theories",3 years,MFA
Arts,BA in History,Psychologist,"Writing Skills, Ability to Craft Arguments",3 years,Fashion Design PG
Arts,Journalism,Historian,"Communication, Public Speaking",3 years,MA in History
Arts,BA in Political Science,Political Analyst,"Creativity, Design Skills",2 years,MA in Political Science
Arts,BA in Political Science,Psychologist,"Communication, Public Speaking",4 years,MA in Political Science
Arts,Journalism,Sociologist,"Artistic Talent, Fashion Design Techniques",4 years,MA in Political Science
Arts,BA in History,Psychologist,"Communication, Public Speaking",5 years,MA in History
Arts,Journalism,Sociologist,"Communication, Public Speaking",3 years,Fashion Design PG
Arts,Journalism,Journalist,"Creativity, Design Skills",3 years,MA in Sociology
Arts,BA in Sociology,Sociologist,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in Psychology,Content Writer,"Writing Skills, Ability to Craft Arguments",3 years,MFA
Arts,Fine Arts,Sociologist,"Critical Thinking, Understanding of History and Culture",3 years,MA in Psychology
Arts,BA in History,Political Analyst,"Communication, Public Speaking",4 years,MFA
Arts,BA in Psychology,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,Fashion Design PG
Arts,BA in Psychology,Sociologist,"Creativity, Design Skills",3 years,MA in History
Arts,Fashion Design,Sociologist,"Artistic Talent, Fashion Design Techniques",4 years,MFA
Arts,BA in Psychology,Historian,"Writing Skills, Ability to Craft Arguments",5 years,Fashion Design PG
Arts,Fine Arts,Journalist,"Writing Skills, Ability to Craft Arguments",2 years,MA in Sociology
Arts,BA in English,Fashion Designer,"Communication, Public Speaking",3 years,MA in Sociology
Arts,BA in History,Historian,"Creativity, Design Skills",5 years,Fashion Design PG
Arts,BA in English,Historian,"Communication, Public Speaking",2 years,MFA
Arts,Fashion Design,Historian,"Creativity, Design Skills",5 years,MA in Psychology
Arts,BA in History,Fashion Designer,"Communication, Public Speaking",4 years,Fashion Design PG
Arts,BA in History,Journalist,"Writing Skills, Ability to Craft Arguments",5 years,MA in History
Arts,BA in English,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,MSW (Master of Social Work)
Arts,BA in Sociology,Fashion Designer,"Artistic Talent, Fashion Design Techniques",3 years,MA in Political Science
Arts,Journalism,Political Analyst,"Artistic Talent, Fashion Design Techniques",4 years,MA in Political Science
Arts,Fine Arts,Sociologist,"Artistic Talent, Fashion Design Techniques",4 years,MA in Sociology
Arts,BA in Psychology,Sociologist,"Communication, Public Speaking",2 years,MA in Sociology
Arts,BA in Political Science,Psychologist,"Critical Thinking, Understanding of History and Culture",4 years,MA in History
Arts,BA in English,Sociologist,"Research, Knowledge of Political Theories",4 years,Fashion Design PG
Arts,Fashion Design,Journalist,"Creativity, Design Skills",4 years,MA in Political Science
Arts,Fine Arts,Psychologist,"Critical Thinking, Understanding of History and Culture",5 years,MA in Psychology
Arts,BA in English,Sociologist,"Writing Skills, Ability to Craft Arguments",5 years,Fashion Design PG
Arts,BA in Political Science,Psychologist,"Artistic Talent, Fashion Design Techniques",5 years,MA in Psychology
Arts,BA in Sociology,Content Writer,"Writing Skills, Ability to Craft Arguments",3 years,MA in History
Arts,BA in Sociology,Political Analyst,"Research, Knowledge of Political Theories",5 years,MSW (Master of Social Work)
Arts,BA in Psychology,Psychologist,"Communication, Public Speaking",3 years,MA in Political Science
Arts,BA in Psychology,Sociologist,"Critical Thinking, Understanding of History and Culture",2 years,MSW (Master of Social Work)
Arts,BA in Sociology,Fashion Designer,"Communication, Public Speaking",5 years,Fashion Design PG
Arts,BA in Political Science,Content Writer,"Communication, Public Speaking",2 years,MA in Sociology
Arts,BA in English,Fashion Designer,"Research, Knowledge of Political Theories",4 years,Journalism PG
Arts,BA in Psychology,Psychologist,"Artistic Talent, Fashion Design Techniques",5 years,MA in Psychology
Arts,BA in Political Science,Political Analyst,"Artistic Talent, Fashion Design Techniques",5 years,MSW (Master of Social Work)
Arts,BA in Political Science,Content Writer,"Research, Knowledge of Political Theories",2 years,Fashion Design PG
Arts,Journalism,Content Writer,"Artistic Talent, Fashion Design Techniques",2 years,MA in Psychology
Arts,BA in Political Science,Content Writer,"Writing Skills, Ability to Craft Arguments",5 years,MFA
Arts,BA in Political Science,Psychologist,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in Psychology,Fashion Designer,"Writing Skills, Ability to Craft Arguments",3 years,Journalism PG
Arts,BA in History,Psychologist,"Artistic Talent, Fashion Design Techniques",2 years,MSW (Master of Social Work)
Arts,BA in History,Psychologist,"Research, Knowledge of Political Theories",4 years,Fashion Design PG
Arts,BA in Sociology,Sociologist,"Critical Thinking, Understanding of History and Culture",2 years,MA in Sociology
Arts,Fine Arts,Historian,"Critical Thinking, Understanding of History and Culture",5 years,Fashion Design PG
Arts,BA in English,Journalist,"Artistic Talent, Fashion Design Techniques",2 years,Journalism PG
Arts,BA in Psychology,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,Fashion Design PG
Arts,BA in Sociology,Fashion Designer,"Communication, Public Speaking",4 years,MA in History
Arts,BA in Psychology,Content Writer,"Research, Knowledge of Political Theories",3 years,Journalism PG
Arts,BA in Sociology,Psychologist,"Research, Knowledge of Political Theories",4 years,Journalism PG
Arts,BA in Political Science,Sociologist,"Artistic Talent, Fashion Design Techniques",4 years,Journalism PG
Arts,Fine Arts,Journalist,"Critical Thinking, Understanding of History and Culture",5 years,MA in Sociology
Arts,Fine Arts,Sociologist,"Critical Thinking, Understanding of History and Culture",2 years,Fashion Design PG
Arts,BA in Sociology,Sociologist,"Communication, Public Speaking",4 years,MSW (Master of Social Work)
Arts,BA in Sociology,Sociologist,"Writing Skills, Ability to Craft Arguments",5 years,Journalism PG
Arts,Fine Arts,Fashion Designer,"Communication, Public Speaking",4 years,MSW (Master of Social Work)
Arts,Fine Arts,Journalist,"Writing Skills, Ability to Craft Arguments",2 years,MA in Sociology
Arts,BA in Political Science,Fashion Designer,"Critical Thinking, Understanding of History and Culture",3 years,MA in History
Arts,BA in Sociology,Content Writer,"Writing Skills, Ability to Craft Arguments",5 years,MA in Sociology
Arts,Fashion Design,Content Writer,"Research, Knowledge of Political Theories",4 years,Fashion Design PG
Arts,BA in Political Science,Political Analyst,"Communication, Public Speaking",2 years,MSW (Master of Social Work)
Arts,Fashion Design,Journalist,"Artistic Talent, Fashion Design Techniques",5 years,MA in History
Arts,Journalism,Political Analyst,"Communication, Public Speaking",2 years,MFA
Arts,BA in Sociology,Fashion Designer,"Communication, Public Speaking",2 years,Journalism PG
Arts,Fine Arts,Psychologist,"Critical Thinking, Understanding of History and Culture",2 years,MA in Psychology
Arts,BA in Psychology,Political Analyst,"Artistic Talent, Fashion Design Techniques",5 years,MA in History
Arts,Journalism,Historian,"Research, Knowledge of Political Theories",3 years,MA in Sociology
Arts,BA in Psychology,Sociologist,"Critical Thinking, Understanding of History and Culture",2 years,MFA
Arts,BA in Political Science,Psychologist,"Artistic Talent, Fashion Design Techniques",2 years,MFA
Arts,BA in Psychology,Fashion Designer,"Writing Skills, Ability to Craft Arguments",2 years,MA in Psychology
Arts,BA in Sociology,Psychologist,"Writing Skills, Ability to Craft Arguments",2 years,Journalism PG
Arts,BA in Political Science,Journalist,"Writing Skills, Ability to Craft Arguments",5 years,MFA
Arts,BA in Political Science,Political Analyst,"Artistic Talent, Fashion Design Techniques",2 years,MA in Sociology
Arts,Journalism,Political Analyst,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in Political Science,Journalist,"Artistic Talent, Fashion Design Techniques",4 years,MA in Psychology
Arts,BA in Sociology,Historian,"Artistic Talent, Fashion Design Techniques",2 years,MA in History
Arts,BA in History,Sociologist,"Creativity, Design Skills",3 years,MA in Political Science
Arts,Journalism,Historian,"Critical Thinking, Understanding of History and Culture",3 years,Fashion Design PG
Arts,BA in Political Science,Fashion Designer,"Communication, Public Speaking",4 years,Fashion Design PG
Arts,BA in Psychology,Fashion Designer,"Artistic Talent, Fashion Design Techniques",5 years,MA in Political Science
Arts,Fine Arts,Psychologist,"Critical Thinking, Understanding of History and Culture",2 years,MSW (Master of Social Work)
Arts,BA in Psychology,Historian,"Writing Skills, Ability to Craft Arguments",4 years,MFA
Arts,BA in Political Science,Political Analyst,"Creativity, Design Skills",3 years,MA in Political Science
Arts,BA in Sociology,Sociologist,"Creativity, Design Skills",2 years,MFA
Arts,Fashion Design,Political Analyst,"Creativity, Design Skills",3 years,Fashion Design PG
Arts,Fine Arts,Fashion Designer,"Artistic Talent, Fashion Design Techniques",5 years,MA in History
Arts,Fashion Design,Journalist,"Critical Thinking, Understanding of History and Culture",3 years,MA in History
Arts,BA in Political Science,Psychologist,"Writing Skills, Ability to Craft Arguments",2 years,MFA
Arts,BA in Sociology,Political Analyst,"Critical Thinking, Understanding of History and Culture",3 years,MA in Political Science
Arts,BA in History,Content Writer,"Creativity, Design Skills",3 years,MSW (Master of Social Work)
Arts,BA in Psychology,Content Writer,"Creativity, Design Skills",3 years,MFA
Arts,Fashion Design,Historian,"Critical Thinking, Understanding of History and Culture",2 years,MA in Psychology
Arts,BA in English,Content Writer,"Writing Skills, Ability to Craft Arguments",3 years,MA in History
Arts,Journalism,Historian,"Artistic Talent, Fashion Design Techniques",2 years,MA in Psychology
Arts,Fashion Design,Journalist,"Communication, Public Speaking",4 years,Fashion Design PG
Arts,BA in Political Science,Content Writer,"Communication, Public Speaking",4 years,Journalism PG
Arts,Journalism,Fashion Designer,"Artistic Talent, Fashion Design Techniques",2 years,MSW (Master of Social Work)
Arts,Fashion Design,Fashion Designer,"Research, Knowledge of Political Theories",3 years,MA in Sociology
Arts,Journalism,Fashion Designer,"Writing Skills, Ability to Craft Arguments",4 years,MSW (Master of Social Work)
Arts,Fine Arts,Sociologist,"Artistic Talent, Fashion Design Techniques",3 years,MFA
Arts,BA in History,Historian,"Artistic Talent, Fashion Design Techniques",4 years,Journalism PG
Arts,BA in Psychology,Fashion Designer,"Critical Thinking, Understanding of History and Culture",2 years,Fashion Design PG
Arts,BA in History,Political Analyst,"Research, Knowledge of Political Theories",4 years,MSW (Master of Social Work)
Arts,Fashion Design,Fashion Designer,"Creativity, Design Skills",2 years,MSW (Master of Social Work)
Arts,Fashion Design,Psychologist,"Research, Knowledge of Political Theories",3 years,MA in Psychology
Arts,Journalism,Historian,"Writing Skills, Ability to Craft Arguments",3 years,Journalism PG
Arts,BA in English,Psychologist,"Artistic Talent, Fashion Design Techniques",4 years,Fashion Design PG
Arts,Fine Arts,Psychologist,"Communication, Public Speaking",4 years,MFA
Arts,BA in Political Science,Content Writer,"Writing Skills, Ability to Craft Arguments",4 years,MFA
Arts,BA in Sociology,Journalist,"Communication, Public Speaking",5 years,MA in Psychology
Arts,BA in Political Science,Sociologist,"Creativity, Design Skills",3 years,MA in History
Arts,BA in Psychology,Psychologist,"Creativity, Design Skills",3 years,MA in Political Science
Arts,Fine Arts,Journalist,"Artistic Talent, Fashion Design Techniques",2 years,MA in History
Arts,Fine Arts,Historian,"Creativity, Design Skills",3 years,MA in Political Science
Arts,BA in History,Historian,"Critical Thinking, Understanding of History and Culture",4 years,MSW (Master of Social Work)
Arts,Fashion Design,Political Analyst,"Critical Thinking, Understanding of History and Culture",3 years,Fashion Design PG
Arts,Fashion Design,Fashion Designer,"Creativity, Design Skills",4 years,MFA
Arts,BA in Psychology,Sociologist,"Communication, Public Speaking",3 years,Fashion Design PG
Arts,Fashion Design,Psychologist,"Research, Knowledge of Political Theories",3 years,MA in Psychology
Arts,BA in History,Historian,"Artistic Talent, Fashion Design Techniques",2 years,MA in Sociology
Arts,Fine Arts,Journalist,"Critical Thinking, Understanding of History and Culture",5 years,Journalism PG
Arts,BA in Psychology,Journalist,"Writing Skills, Ability to Craft Arguments",4 years,Journalism PG
Arts,BA in Sociology,Political Analyst,"Communication, Public Speaking",4 years,Fashion Design PG
Arts,BA in History,Political Analyst,"Research, Knowledge of Political Theories",5 years,MFA
Arts,BA in History,Content Writer,"Critical Thinking, Understanding of History and Culture",2 years,MA in Psychology
Arts,BA in Political Science,Sociologist,"Research, Knowledge of Political Theories",5 years,MA in Psychology
Arts,BA in History,Sociologist,"Critical Thinking, Understanding of History and Culture",5 years,MFA
Arts,Fashion Design,Sociologist,"Communication, Public Speaking",2 years,MA in Psychology
Arts,BA in History,Journalist,"Research, Knowledge of Political Theories",4 years,MFA
Arts,Fine Arts,Sociologist,"Creativity, Design Skills",5 years,MFA
Arts,BA in Psychology,Journalist,"Communication, Public Speaking",4 years,MA in History
Arts,BA in History,Political Analyst,"Writing Skills, Ability to Craft Arguments",4 years,Journalism PG
Arts,Journalism,Historian,"Research, Knowledge of Political Theories",5 years,MSW (Master of Social Work)
Arts,BA in History,Journalist,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in English,Political Analyst,"Creativity, Design Skills",2 years,MA in Psychology
Arts,BA in English,Political Analyst,"Research, Knowledge of Political Theories",4 years,MFA
Arts,Fine Arts,Journalist,"Research, Knowledge of Political Theories",4 years,MA in History
Arts,BA in Psychology,Political Analyst,"Critical Thinking, Understanding of History and Culture",3 years,MFA
Arts,Journalism,Political Analyst,"Writing Skills, Ability to Craft Arguments",4 years,Fashion Design PG
Arts,BA in Psychology,Psychologist,"Writing Skills, Ability to Craft Arguments",3 years,MA in History
Arts,Fashion Design,Fashion Designer,"Creativity, Design Skills",3 years,MSW (Master of Social Work)
Arts,Journalism,Sociologist,"Research, Knowledge of Political Theories",2 years,MA in History
Arts,Fine Arts,Journalist,"Critical Thinking, Understanding of History and Culture",5 years,MFA
Arts,Fine Arts,Fashion Designer,"Writing Skills, Ability to Craft Arguments",4 years,MA in Psychology
Arts,Fine Arts,Psychologist,"Critical Thinking, Understanding of History and Culture",2 years,MFA
Arts,BA in History,Content Writer,"Artistic Talent, Fashion Design Techniques",5 years,MSW (Master of Social Work)
Arts,BA in English,Content Writer,"Writing Skills, Ability to Craft Arguments",4 years,Journalism PG
Arts,Fine Arts,Psychologist,"Artistic Talent, Fashion Design Techniques",4 years,Journalism PG
Arts,BA in Political Science,Historian,"Research, Knowledge of Political Theories",2 years,MA in History
Arts,BA in Sociology,Political Analyst,"Creativity, Design Skills",2 years,Journalism PG
Arts,BA in English,Sociologist,"Artistic Talent, Fashion Design Techniques",3 years,MA in Sociology
Arts,BA in Psychology,Psychologist,"Critical Thinking, Understanding of History and Culture",3 years,Journalism PG
Arts,BA in Political Science,Journalist,"Creativity, Design Skills",4 years,MA in Political Science
Arts,BA in Political Science,Psychologist,"Creativity, Design Skills",4 years,MA in Political Science
Arts,Fine Arts,Psychologist,"Writing Skills, Ability to Craft Arguments",4 years,MA in Sociology
Arts,BA in Sociology,Historian,"Writing Skills, Ability to Craft Arguments",3 years,MA in Psychology
